t_s,eta_m
42.7760666666667,0.0224272508771938
42.79275,0.0212340534080105
42.8094333333333,0.0195105459525235
42.8261166666667,0.016991573517581
42.8428,0.0144726010826384
42.8594833333333,0.0127490936271514
42.8761666666667,0.0102301211922089
42.89285,0.00784372625384224
42.9095333333333,0.0053247538188997
42.9262166666667,0.00267320388738123
42.9429,-0.00262989597565571
42.9595833333333,-0.00488371341744641
42.9762666666667,-0.00700495336266119
42.99295,-0.00925877080445189
43.0096333333333,-0.0111148557565148
43.0263166666667,-0.01257320821885
43.043,-0.0141641381777611
43.0596833333333,-0.0154899131435203
43.0763666666667,-0.0165505331161277
43.09305,-0.0176111530887351
43.1097333333333,-0.0185391955647665
43.1264166666667,-0.0192020830476461
43.1431,-0.0198649705305258
43.1597833333333,-0.0202627030202535
43.1764666666667,-0.0206604355099813
43.19315,-0.0207930130065572
43.2098333333333,-0.0209255905031332
43.2265166666667,-0.0207930130065572
43.2432,-0.0205278580134054
43.2598833333333,-0.0201301255236776
43.2765666666667,-0.0195998155373739
43.29325,-0.0188043505579184
43.3099333333333,-0.0178763080818869
43.3266166666667,-0.0166831106127036
43.3433,-0.0152247581503684
43.3599833333333,-0.0136338281914574
43.3766666666667,-0.0117777432393944
43.39335,-0.00978908079075558
43.4100333333333,-0.00620948838320565
43.4267166666667,-0.00488371341744641
43.4434,-0.00156927600304832
43.4600833333333,0.00121485142504607
43.4767666666667,0.00373382385998862
43.49345,0.00625279629493116
43.5101333333333,0.00903692372302555
43.5268166666667,0.0114233186613922
43.5435,0.0136771361031829
43.5601833333333,0.0159309535449736
43.5768666666667,0.0167264185244291
43.59355,0.0176544610004606
43.6102333333333,0.0192453909593717
43.6269166666667,0.0208363209182827
43.6436,0.0216317858977383
43.6602833333333,0.0224272508771938
43.6769666666667,0.0229575608634975
43.69365,0.0232227158566494
43.7103333333333,0.0233552933532253
43.7270166666667,0.0232227158566494
43.7437,0.0230901383600734
43.7603833333333,0.0230901383600734
43.7770666666667,0.0222946733806179
43.79375,0.0209688984148587
43.8104333333333,0.0191128134627957
43.8271166666667,0.016991573517581
43.8438,0.0140748685929106
43.8604833333333,0.0124839386339996
43.8771666666667,0.00996496619905702
43.89385,0.00466186633602008
43.9105333333333,0.00492702132917193
43.9272166666667,0.00227547139765346
43.9439,-0.00289505096880756
43.9605833333333,-0.00541402340375011
43.9772666666667,-0.00740268585238896
43.99395,-0.00952392579760373
44.0106333333333,-0.0113800107496667
44.0273166666667,-0.0128383632120018
44.044,-0.0144292931709129
44.0606833333333,-0.0157550681366721
44.0773666666667,-0.0166831106127036
44.09405,-0.017743730585311
44.1107333333333,-0.0185391955647665
44.1274166666667,-0.0192020830476461
44.1441,-0.0197323930339498
44.1607833333333,-0.0202627030202535
44.1774666666667,-0.0203952805168295
44.19415,-0.0206604355099813
44.2108333333333,-0.0206604355099813
44.2275166666667,-0.0189369280544943
44.2442,-0.0202627030202535
44.2608833333333,-0.0198649705305258
44.2775666666667,-0.0192020830476461
44.29425,-0.0168156881092795
44.3109333333333,-0.0157550681366721
44.3276166666667,-0.0144292931709129
44.3443,-0.0129709407085777
44.3609833333333,-0.0133686731983055
44.3776666666667,-0.0113800107496667
44.39435,-0.00939134830102781
44.4110333333333,-0.00581175589347788
44.4277166666667,-0.00461855842429456
44.4444,-0.00117154351332055
44.4610833333333,0.00148000641819792
44.4777666666667,0.00426413384629231
44.49445,0.00665052878465893
44.5111333333333,0.0093020787161774
44.5278166666667,0.0118210511511199
44.5445,0.0139422910963347
44.5611833333333,0.0159309535449736
44.5778666666667,0.0167264185244291
44.59455,0.0179196159936124
44.6112333333333,0.0193779684559476
44.6279166666667,0.0208363209182827
44.6446,0.0216317858977383
44.6612833333333,0.0224272508771938
44.6779666666667,0.0229575608634975
44.69465,0.0230901383600734
44.7113333333333,0.0232227158566494
44.7280166666667,0.0232227158566494
44.7447,0.0230901383600734
44.7613833333333,0.0229575608634975
44.7780666666667,0.0218969408908901
44.79475,0.0205711659251309
44.8114333333333,0.0188476584696439
44.8281166666667,0.0163286860347013
44.8448,0.0140748685929106
44.8614833333333,0.0120862061442718
44.8781666666667,0.00956723370932925
44.89485,0.00691568377781078
44.9115333333333,0.00452928883944416
44.9282166666667,0.00187773890792569
44.9449,-0.00329278345853533
44.9615833333333,-0.00567917839690195
44.9782666666667,-0.00780041834211673
44.99495,-0.00978908079075558
45.0116333333333,-0.0115125882462426
45.0283166666667,-0.0131035182051537
45.045,-0.0144292931709129
45.0616833333333,-0.0157550681366721
45.0783666666667,-0.0168156881092795
45.09505,-0.017743730585311
45.1117333333333,-0.0185391955647665
45.1284166666667,-0.0192020830476461
45.1451,-0.0197323930339498
45.1617833333333,-0.0202627030202535
45.1784666666667,-0.0205278580134054
45.19515,-0.0206604355099813
45.2118333333333,-0.0206604355099813
45.2285166666667,-0.0189369280544943
45.2452,-0.0202627030202535
45.2618833333333,-0.0198649705305258
45.2785666666667,-0.0192020830476461
45.29525,-0.0184066180681906
45.3119333333333,-0.0173459980955832
45.3286166666667,-0.0161528006263999
45.3453,-0.0146944481640647
45.3619833333333,-0.0131035182051537
45.3786666666667,-0.0112474332530907
45.39535,-0.00899361581130004
45.4120333333333,-0.00567917839690195
45.4287166666667,-0.00435340343114272
45.4454,-0.00103896601674463
45.4620833333333,0.00174516141134976
45.4787666666667,0.00452928883944416
45.49545,0.0070482612743867
45.5121333333333,0.00969981120590517
45.5288166666667,0.0122187836408477
45.5455,0.0144726010826384
45.5621833333333,0.0161961085381254
45.5788666666667,0.016991573517581
45.59555,0.0183173484833402
45.6122333333333,0.0199082784422513
45.6289166666667,0.0212340534080105
45.6456,0.022162095884042
45.6622833333333,0.0229575608634975
45.6789666666667,0.0232227158566494
45.69565,0.0233552933532253
45.7123333333333,0.0233552933532253
45.7290166666667,0.0233552933532253
45.7457,0.0232227158566494
45.7623833333333,0.0230901383600734
45.7790666666667,0.0217643633943142
45.79575,0.0203060109319791
45.8124333333333,0.018582503476492
45.8291166666667,0.0164612635312773
45.8458,0.013411981110031
45.8624833333333,0.0107604311785126
45.8791666666667,0.0093020787161774
